Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment
2023-01-03,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2023-01-03,Seated Leg Press,Legs,205.0,10,,,,""
2023-01-03,Seated Leg Press,Legs,205.0,10,,,,""
2023-01-03,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-03,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-03,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-03,Hammer Strength Row,Back,100.0,10,,,,""
2023-01-03,Hammer Strength Row,Back,100.0,10,,,,""
2023-01-05,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-05,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-05,Seated Leg Press,Legs,235.0,10,,,,""
2023-01-05,Seated Leg Press,Legs,205.0,10,,,,""
2023-01-05,Seated Leg Press,Legs,205.0,10,,,,""
2023-01-05,Seated Leg Press,Legs,190.0,10,,,,""
2023-01-05,Back Extension,Back,130.0,10,,,,""
2023-01-05,Back Extension,Back,130.0,10,,,,""
2023-01-05,Back Extension,Back,130.0,10,,,,""
2023-01-05,Seated Calf Extension,Legs,160.0,10,,,,""
2023-01-05,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-05,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-05,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-05,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-05,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-05,Crunch Machine,Abs,140.0,10,,,,""
2023-01-05,Crunch Machine,Abs,140.0,10,,,,""
2023-01-05,Crunch Machine,Abs,140.0,10,,,,""
2023-01-05,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-05,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,160.0,10,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,160.0,10,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,140.0,8,,,,""
2023-01-09,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-09,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-09,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-09,Seated Leg Press,Legs,200.0,10,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,180.0,10,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,160.0,7,,,,""
2023-01-09,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2023-01-09,Seated Calf Extension,Legs,150.0,10,,,,""
2023-01-09,Seated Calf Extension,Legs,150.0,10,,,,""
2023-01-09,Seated Calf Extension,Legs,150.0,10,,,,""
2023-01-09,Shoulder Press,Shoulders,60.0,10,,,,""
2023-01-09,Shoulder Press,Shoulders,60.0,8,,,,""
2023-01-10,Walking,Cardio,,,1.5,mi,0:20:00,""
2023-01-10,Crunch Machine,Abs,105.0,10,,,,""
2023-01-10,Crunch Machine,Abs,135.0,10,,,,""
2023-01-10,Crunch Machine,Abs,135.0,10,,,,""
2023-01-10,Crunch Machine,Abs,135.0,10,,,,""
2023-01-10,Crunch Machine,Abs,150.0,10,,,,""
2023-01-11,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2023-01-11,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-11,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-11,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-11,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-11,Chest Press,Chest,70.0,10,,,,""
2023-01-11,Triceps Press,Triceps,100.0,10,,,,""
2023-01-11,Triceps Press,Triceps,100.0,10,,,,""
2023-01-11,Triceps Press,Triceps,100.0,10,,,,""
2023-01-11,Triceps Press,Triceps,100.0,10,,,,""
2023-01-11,Chest Press,Chest,70.0,10,,,,""
2023-01-11,Chest Press,Chest,70.0,10,,,,""
2023-01-11,Chest Press,Chest,70.0,10,,,,""
2023-01-11,Triceps Press,Triceps,100.0,10,,,,""
2023-01-12,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-12,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-12,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-12,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-12,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-12,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,100.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,80.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,80.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,80.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,80.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,60.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,60.0,10,,,,""
2023-01-12,Hammer Strength Abdominal Crunch,Abs,60.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,160.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,160.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,140.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-14,Dumbbell Curl,Biceps,20.0,15,,,,""
2023-01-14,Hammer Strength Row,Back,100.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,100.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,100.0,10,,,,""
2023-01-14,Back Extension,Back,150.0,14,,,,""
2023-01-14,Back Extension,Back,135.0,10,,,,""
2023-01-14,Back Extension,Back,135.0,10,,,,""
2023-01-14,Back Extension,Back,110.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-14,Back Extension,Back,100.0,10,,,,""
2023-01-14,Back Extension,Back,100.0,10,,,,""
2023-01-14,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-14,Walking,Cardio,,,1.0,mi,0:14:26,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Hammer Strength Shoulder Press,Shoulders,200.0,10,,,,""
2023-01-16,Hammer Strength Shoulder Press,Shoulders,180.0,10,,,,""
2023-01-16,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2023-01-16,Hammer Strength Shoulder Press,Shoulders,140.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-16,Shoulder Press,Shoulders,70.0,10,,,,""
2023-01-16,Shoulder Press,Shoulders,60.0,10,,,,""
2023-01-16,Seated Leg Press,Legs,205.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,140.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,120.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,80.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-18,Triceps Press,Triceps,110.0,10,,,,""
2023-01-18,Triceps Press,Triceps,120.0,10,,,,""
2023-01-18,Triceps Press,Triceps,100.0,10,,,,""
2023-01-18,Hammer Strength Chest Press,Chest,100.0,10,,,,""
2023-01-18,Triceps Press,Triceps,100.0,10,,,,""
2023-01-18,Triceps Press,Triceps,90.0,10,,,,""
2023-01-18,Triceps Press,Triceps,90.0,10,,,,""
2023-01-18,Hammer Strength Abdominal Crunch,Abs,90.0,5,,,,""
2023-01-18,Walking,Cardio,,,1.0,mi,0:16:06,""
2023-01-19,Dumbbell Curl,Biceps,20.0,15,,,,""
2023-01-19,Hammer Strength Row,Back,200.0,5,,,,""
2023-01-19,Hammer Strength Row,Back,180.0,4,,,,""
2023-01-19,Hammer Strength Row,Back,160.0,5,,,,""
2023-01-19,Hammer Strength Row,Back,160.0,5,,,,""
2023-01-19,Hammer Strength Row,Back,140.0,10,,,,""
2023-01-19,Hammer Strength Row,Back,120.0,10,,,,""
2023-01-19,Hammer Strength Row,Back,120.0,8,,,,""
2023-01-19,Hammer Strength Row,Back,100.0,10,,,,""
2023-01-19,Hammer Strength Row,Back,100.0,10,,,,""
2023-01-19,Dumbbell Curl,Biceps,15.0,10,,,,""
2023-01-19,Dumbbell Curl,Biceps,15.0,10,,,,""
2023-01-19,Deadlift,Back,5.0,60,,,,""
2023-01-19,Dumbbell Curl,Biceps,15.0,10,,,,""
2023-01-19,Walking,Cardio,,,1.0,mi,0:14:00,""
2023-01-23,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,300.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,300.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,250.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,310.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,320.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,275.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,275.0,10,,,,""
2023-01-23,Seated Leg Press,Legs,275.0,10,,,,""
2023-01-23,Hammer Strength Shoulder Press,Shoulders,220.0,10,,,,""
2023-01-23,Hammer Strength Shoulder Press,Shoulders,180.0,10,,,,""
2023-01-23,Hammer Strength Shoulder Press,Shoulders,160.0,10,,,,""
2023-01-23,Hammer Strength Shoulder Press,Shoulders,140.0,4,,,,""
2023-01-23,Hammer Strength Shoulder Press,Shoulders,140.0,6,,,,""
2023-01-23,Shoulder Press,Shoulders,60.0,5,,,,""
2023-01-23,Hammer Strength Shoulder Press,Shoulders,120.0,10,,,,""
2023-01-23,Walking,Cardio,,,0.5,mi,0:05:52,""
